INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM
Third Party,Car,Private,Audi,Q2,2017,16500000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2008,9750000.00,3500.00
Third Party,Car,Private,BMW,X5,2016,34800000.00,3500.00
Third Party,Car,Private,Land Rover,Defender,2013,45000000.00,3500.00
Third Party,Car,Private,BMW,X3,2013,19800000.00,3500.00
Third Party,Car,Private,Land Rover,Discovery,2010,24750000.00,3500.00
Third Party,Car,Private,Peugeot,5008,2019,23750000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2015,21000000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2012,7180000.00,3500.00
Third Party,Car,Private,BMW,520d,2013,27000000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2009,7450000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2018,15525000.00,3500.00
Third Party,Car,Private,Perodua,Viva Elite,2010,4285000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2008,5690000.00,3500.00
Third Party,Car,Private,BMW,520d,2015,34950000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2018,15290000.00,3500.00
Third Party,Car,Private,Audi,A6,2014,17950000.00,3500.00
Third Party,Car,Private,Nissan,March,2007,4200000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2012,3100000.00,3500.00
Third Party,Car,Private,BMW,iX xDrive40,2023,77500000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Prado,2013,38500000.00,3500.00
Third Party,Car,Private,BYD,Seal,2024,35500000.00,3500.00
Third Party,Car,Private,Porsche,Taycan,2023,125000000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2010,15500000.00,3500.00
Third Party,Car,Private,Suzuki,Maruti,2005,1650000.00,3500.00
Third Party,Car,Private,Honda,Fit,2013,8290000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,3395000.00,3500.00
Third Party,Car,Private,Kia,Cerato,2009,5900000.00,3500.00
Third Party,Car,Private,BMW,316i,2014,17800000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2011,24000000.00,3500.00
Third Party,Car,Private,Suzuki,Maruti,2004,1585000.00,3500.00
Third Party,Car,Private,Toyota,Camry,2011,10800000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2013,12590000.00,3500.00
Third Party,Car,Private,Hyundai,Grand i10,2024,9439999.00,3500.00
Third Party,Car,Private,Audi,A5,2019,33750000.00,3500.00
Third Party,Car,Private,Toyota,Sprinter,1996,2700000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2013,9950000.00,3500.00
Third Party,Car,Private,BMW,430i,2017,45000000.00,3500.00
Third Party,Car,Private,Nissan,March,1990,725000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Sahara,1998,18500000.00,3500.00
Third Party,Car,Private,Mercedes Benz,CLA 200,2019,27450000.00,3500.00
Third Party,Car,Private,Peugeot,508,2018,17000000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2016,12085000.00,3500.00
Third Party,Car,Private,Ssang Yong,Rexton,2009,7500000.00,3500.00
Third Party,Car,Private,Land Rover,Range Rover Sport,2017,52500000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2004,3325000.00,3500.00
Third Party,Car,Private,Land Rover,Freelander,2011,12300000.00,3500.00
Third Party,Car,Private,Jaguar,X-Type,2008,7300000.00,3500.00
Third Party,Car,Private,Honda,Fit,2015,9475000.00,3500.00
Third Party,Car,Private,Audi,Q2,2018,16975000.00,3500.00
Third Party,Car,Private,Nissan,Juke,2020,15500000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2008,6890000.00,3500.00
Third Party,Car,Private,Toyota,Starlet,1997,3190000.00,3500.00
Third Party,Car,Private,Honda,Fit,2015,8350000.00,3500.00
Third Party,Car,Private,Toyota,Belta,2010,6950000.00,3500.00
Third Party,Car,Private,Honda,Accord,2020,26990000.00,3500.00
Third Party,Car,Private,BMW,X1,2020,33900000.00,3500.00
Third Party,Car,Private,Peugeot,3008,2018,21250000.00,3500.00
Third Party,Car,Private,Porsche,718 Cayman,2018,68000000.00,3500.00
Third Party,Car,Private,Suzuki,Baleno,2016,8700000.00,3500.00
Third Party,Car,Private,Mitsubishi,Lancer,2004,5980000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2019,18700000.00,3500.00
Third Party,Car,Private,Toyota,Voxy,2015,19500000.00,3500.00
Third Party,Car,Private,Suzuki,Suzuki,2003,4895000.00,3500.00
Third Party,Car,Private,Peugeot,3008,2018,21000000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2018,7275000.00,3500.00
Third Party,Car,Private,BMW,520d,2014,31500000.00,3500.00
Third Party,Car,Private,MG,ZS,2019,11000000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2003,4090000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2003,8500000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2011,67500000.00,3500.00
Third Party,Car,Private,Audi,A8,2014,39800000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1987,1690000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2015,5775000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2007,20800000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2004,13500000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R,2016,5475000.00,3500.00
Third Party,Car,Private,Suzuki,Spacia,2014,6100000.00,3500.00
Third Party,Car,Private,Hyundai,Atos,2001,2095000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2018,16700000.00,3500.00
Third Party,Car,Private,Toyota,Corsa,1996,3295000.00,3500.00
Third Party,Car,Private,Audi,A3,2017,13500000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2014,5825000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2013,12975000.00,3500.00
Third Party,Car,Private,Hyundai,Tucson,2011,8650000.00,3500.00
Third Party,Car,Private,BMW,X1,2017,22500000.00,3500.00
Third Party,Car,Private,Toyota,Harrier,2017,36900000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R,2015,5375000.00,3500.00
Third Party,Car,Private,Daihatsu,Charade,1999,2795000.00,3500.00
Third Party,Car,Private,Audi,Q2,2018,17500000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,1996,3250000.00,3500.00
Third Party,Car,Private,Toyota,Yaris,2007,6200000.00,3500.00
Third Party,Car,Private,Honda,Odyssey,2001,5950000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2012,16800000.00,3500.00
Third Party,Car,Private,Audi,A3,2017,14500000.00,3500.00
Third Party,Car,Private,Honda,Grace,2016,11200000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2014,10590000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2018,16500000.00,3500.00
Third Party,Car,Private,Land Rover,Range Rover,2020,124500000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2002,5300000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2018,20500000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2007,34000000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2002,3695000.00,3500.00
Third Party,Car,Private,Toyota,CE90,1991,1765000.00,3500.00
Third Party,Car,Private,Audi,Q2,2017,17650000.00,3500.00
Third Party,Car,Private,DFSK,Glory,2022,13400000.00,3500.00
Third Party,Car,Private,Kia,Sorento,2010,12950000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2013,11000000.00,3500.00
Third Party,Car,Private,Honda,CRV,2018,22700000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C180,2003,5800000.00,3500.00
Third Party,Car,Private,Nissan,Wingroad,2000,2650000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,5300000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2009,5590000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,1980,550000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2002,3990000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2010,14000000.00,3500.00
Third Party,Car,Private,Ssang Yong,Kyron,2008,5525000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2008,9750000.00,3500.00
Third Party,Car,Private,Land Rover,Defender,2013,45000000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2015,21000000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2009,7450000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2018,15525000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,3850000.00,3500.00
Third Party,Car,Private,Honda,CRV,2005,7200000.00,3500.00
Third Party,Car,Private,Honda,Civic,2018,14650000.00,3500.00
Third Party,Car,Private,BMW,740Le,2017,52500000.00,3500.00
Third Party,Car,Private,Peugeot,3008,2018,21450000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E300,2015,22950000.00,3500.00
Third Party,Car,Private,Perodua,Axia,2019,7300000.00,3500.00
Third Party,Car,Private,Tata,Nano,2017,2300000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2016,7400000.00,3500.00
Third Party,Car,Private,Hyundai,Venue,2019,10500000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1986,750000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2012,6950000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2014,93500000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2013,2985000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2017,9450000.00,3500.00
Third Party,Car,Private,Micro,Kyron,2009,5675000.00,3500.00
Third Party,Car,Private,Audi,A1,2018,9975000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2012,9750000.00,3500.00
Third Party,Car,Private,Honda,CRV,2018,28500000.00,3500.00
Third Party,Car,Private,Honda,Civic,2018,15000000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2010,8550000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2008,6795000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2016,2990000.00,3500.00
Third Party,Car,Private,Audi,Q3,2018,21875000.00,3500.00
Third Party,Car,Private,Mazda,Familia,2000,2850000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2016,11650000.00,3500.00
Third Party,Car,Private,BMW,520d,2012,21800000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2019,17650000.00,3500.00
Third Party,Car,Private,Land Rover,Defender,2014,46800000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2010,10950000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2019,11250000.00,3500.00
Third Party,Car,Private,BMW,523i,2007,11275000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C220,2013,15950000.00,3500.00
Third Party,Car,Private,BMW,X5,2016,31250000.00,3500.00
Third Party,Car,Private,Perodua,Axia,2016,5775000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2011,2785000.00,3500.00
Third Party,Car,Private,Toyota,Yaris,2008,6100000.00,3500.00
Third Party,Car,Private,Suzuki,Maruti,2007,1985000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2002,3700000.00,3500.00
Third Party,Car,Private,Nissan,Dayz,2016,5625000.00,3500.00
Third Party,Car,Private,Honda,Civic,2017,13700000.00,3500.00
Third Party,Car,Private,Honda,Civic,2011,8150000.00,3500.00
Third Party,Car,Private,Maruti,Suzuki,2011,2175000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2016,13800000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1996,2790000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2013,23500000.00,3500.00
Third Party,Car,Private,Audi,Q2,2017,16290000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2016,14200000.00,3500.00
Third Party,Car,Private,Toyota,Raize,2019,14250000.00,3500.00
Third Party,Car,Private,Mitsubishi,Outlander,2015,14800000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2008,7325000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2013,10700000.00,3500.00
Third Party,Car,Private,Suzuki,Hustler,2016,6375000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2018,16500000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2014,13750000.00,3500.00
Third Party,Car,Private,Renault,KWID,2016,3375000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2010,10250000.00,3500.00
Third Party,Car,Private,MG,ZS,2019,10800000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E300,2015,22200000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2004,4750000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2013,10890000.00,3500.00
Third Party,Car,Private,Toyota,Fortuner,2013,19900000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2018,9300000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Prado,2008,20500000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R,2018,6890000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,3275000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2014,14250000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2011,12650000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2018,9650000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2013,12850000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2013,7790000.00,3500.00
Third Party,Car,Private,Toyota,Passo,2011,5350000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2015,14900000.00,3500.00
Third Party,Car,Private,Honda,Fit Shuttle,2016,12200000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1989,775000.00,3500.00
Third Party,Car,Private,Maruti Suzuki,Alto,2007,2418000.00,3500.00
Third Party,Car,Private,BMW,520d,2013,25100000.00,3500.00
Third Party,Car,Private,Proton,Wira,2000,2075000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2001,3875000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2007,5500000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2016,5250000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1996,2850000.00,3500.00
Third Party,Car,Private,Mitsubishi,eK Wagon,2018,6390000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2001,3890000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1995,2800000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C180,2011,13500000.00,3500.00
Third Party,Car,Private,Land Rover,Range Rover Sport,2019,67500000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E300,2016,25500000.00,3500.00
Third Party,Car,Private,BMW,530e,2018,38500000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2000,3575000.00,3500.00
Third Party,Car,Private,Honda,Civic,2011,7150000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2014,3250000.00,3500.00
Third Party,Car,Private,Mazda,Demio,1997,2575000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,3150000.00,3500.00
Third Party,Car,Private,Tata,Indica,2006,1775000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2016,15750000.00,3500.00
Third Party,Car,Private,Land Rover,Discovery,2019,54500000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2019,19675000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2011,69500000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2004,4295000.00,3500.00
Third Party,Car,Private,Toyota,Corsa,1999,2875000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2015,11500000.00,3500.00
Third Party,Car,Private,Suzuki,Maruti,2011,1950000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C200,2002,6000000.00,3500.00
Third Party,Car,Private,Audi,A6,2017,24200000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2014,9850000.00,3500.00
Third Party,Car,Private,Audi,Q7,2017,44500000.00,3500.00
Third Party,Car,Private,Mini,Cooper,2019,16900000.00,3500.00
Third Party,Car,Private,Mitsubishi,Pajero,2001,3800000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2017,9250000.00,3500.00
Third Party,Car,Private,Honda,Civic,2018,14700000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2013,7390000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2017,15475000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2008,6975000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2018,9395000.00,3500.00
Third Party,Car,Private,BMW,520d,2013,25500000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2016,42500000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2005,4200000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2013,7790000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2017,6925000.00,3500.00
Third Party,Car,Private,Datsun,Redi Go,2016,2650000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1997,3675000.00,3500.00
Third Party,Car,Private,Hyundai,Venue,2019,10900000.00,3500.00
Third Party,Car,Private,Kia,Sportage,2011,10725000.00,3500.00
Third Party,Car,Private,Honda,Grace,2015,11375000.00,3500.00
Third Party,Car,Private,Honda,Fit,2014,8500000.00,3500.00
Third Party,Car,Private,Jaguar,XF,2014,18500000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2016,13500000.00,3500.00
Third Party,Car,Private,Mitsubishi,Outlander,2013,14000000.00,3500.00
Third Party,Car,Private,Toyota,Corona,1991,1875000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2014,10850000.00,3500.00
Third Party,Car,Private,Toyota,Passo,2020,8100000.00,3500.00
Third Party,Car,Private,Nissan,Wingroad,2005,4275000.00,3500.00
Third Party,Car,Private,Nissan,March,1987,895000.00,3500.00
Third Party,Car,Private,Toyota,Carina,1986,1075000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2015,11690000.00,3500.00
Third Party,Car,Private,Toyota,Rush,2018,17375000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2017,14375000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2019,9990000.00,3500.00
Third Party,Car,Private,Volkswagen,Polo,2018,13800000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2018,17100000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Prado,2007,21900000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2016,7950000.00,3500.00
Third Party,Car,Private,Mazda,6,2015,14700000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2015,8450000.00,3500.00
Third Party,Car,Private,BMW,X5,2016,34500000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2003,5995000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2010,6075000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E250,2013,25400000.00,3500.00
Third Party,Car,Private,BMW,318i,2017,19975000.00,3500.00
Third Party,Car,Private,Honda,CRV,2018,27800000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2013,7950000.00,3500.00
Third Party,Car,Private,Mitsubishi,Pajero,1996,5275000.00,3500.00
Third Party,Car,Private,MG,6,2013,8950000.00,3500.00
Third Party,Car,Private,Honda,Fit Shuttle,2012,8295000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2008,6550000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1977,750000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2018,7375000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2014,10750000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2010,10300000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2013,12975000.00,3500.00
Third Party,Car,Private,Daihatsu,Mira,2016,5390000.00,3500.00
Third Party,Car,Private,Toyota,Axio,2016,13190000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2016,13790000.00,3500.00
Third Party,Car,Private,Nissan,Pulsar,1997,2650000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2017,14300000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2016,7700000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2018,15950000.00,3500.00
Third Party,Car,Private,Toyota,IST,2008,7250000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2007,11200000.00,3500.00
Third Party,Car,Private,Honda,CRV,2018,24000000.00,3500.00
Third Party,Car,Private,Mitsubishi,Lancer,2000,3565000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2010,4450000.00,3500.00
Third Party,Car,Private,Datsun,Redi Go,2017,2890000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2006,11975000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2019,17690000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2005,13850000.00,3500.00
Third Party,Car,Private,Honda,Fit,2016,9500000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R,2018,6725000.00,3500.00
Third Party,Car,Private,Porsche,Cayenne,2011,20300000.00,3500.00
Third Party,Car,Private,Honda,Civic,2019,18000000.00,3500.00
Third Party,Car,Private,Toyota,Passo,2016,7200000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2015,11850000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2017,17900000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R,2016,5650000.00,3500.00
Third Party,Car,Private,Micro,Trend,2012,1550000.00,3500.00
Third Party,Car,Private,Suzuki,Esteem,2000,1720000.00,3500.00
Third Party,Car,Private,Micro,MX 7,2014,3350000.00,3500.00
Third Party,Car,Private,Toyota,Avanza,2011,7250000.00,3500.00
Third Party,Car,Private,Toyota,Sprinter,1996,3190000.00,3500.00
Third Party,Car,Private,Nissan,Leaf,2023,20800000.00,3500.00
Third Party,Car,Private,Toyota,Mark,2007,10300000.00,3500.00
Third Party,Car,Private,Tata,Indica,2015,2750000.00,3500.00
Third Party,Car,Private,Renault,KWID,2017,3375000.00,3500.00
Third Party,Car,Private,Toyota,Tank,2019,9500000.00,3500.00
Third Party,Car,Private,Toyota,Passo,2009,4950000.00,3500.00
Third Party,Car,Private,Daihatsu,Terios,2003,4650000.00,3500.00
Third Party,Car,Private,Toyota,Passo,2015,6950000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1991,1430000.00,3500.00
Third Party,Car,Private,Honda,N-Box,2016,6875000.00,3500.00
Third Party,Car,Private,Audi,A4,2017,24000000.00,3500.00
Third Party,Car,Private,Micro,Panda Cross,2015,4250000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2017,9575000.00,3500.00
Third Party,Car,Private,Honda,Fit,2012,6550000.00,3500.00
Third Party,Car,Private,Honda,Fit,2012,6690000.00,3500.00
Third Party,Car,Private,Land Rover,Range Rover,2019,123000000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2017,3680000.00,3500.00
Third Party,Car,Private,Nissan,March,1996,2075000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R,2014,5790000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2014,7375000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2001,3700000.00,3500.00
Third Party,Car,Private,Mahindra,KUV100,2021,4975000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2013,11800000.00,3500.00
Third Party,Car,Private,Mitsubishi,Outlander,2013,14750000.00,3500.00
Third Party,Car,Private,Honda,Fit,2013,8475000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2016,7790000.00,3500.00
Third Party,Car,Private,Toyota,Corona,1990,1600000.00,3500.00
Third Party,Car,Private,Toyota,Soluna,2000,3175000.00,3500.00
Third Party,Car,Private,Mitsubishi,eK Wagon,2016,5550000.00,3500.00
Third Party,Car,Private,Suzuki,Celerio,2015,4700000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,3280000.00,3500.00
