INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM
Comprehensive,Car,Private,Suzuki,Swift,2013,6690000.00,91267.30
Comprehensive,Car,Private,Mitsubishi,eK Wagon,2015,5950000.00,81493.91
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5675000.00,77860.88
Comprehensive,Car,Private,Volkswagen,Polo,2016,9200000.00,124418.44
Comprehensive,Car,Private,Nissan,X-Trail,2012,12450000.00,167342.97
Comprehensive,Car,Private,Toyota,Carina,1987,825000.00,13803.99
Comprehensive,Car,Private,Honda,Civic,1997,3450000.00,48474.73
Comprehensive,Car,Private,Honda,Insight,2011,7400000.00,100644.79
Comprehensive,Car,Private,Toyota,Vitz,2019,9700000.00,131021.67
Comprehensive,Car,Private,Chery,QQ,2007,1390000.00,21267.00
Comprehensive,Car,Private,Suzuki,Alto,2015,3225000.00,45502.52
Comprehensive,Car,Private,Mitsubishi,Montero,2013,35500000.00,471779.63
Comprehensive,Car,Private,Micro,MX 7,2013,2600000.00,37247.73
Comprehensive,Car,Private,Toyota,Axio,2007,7975000.00,108238.76
Comprehensive,Car,Private,Suzuki,SX4,2007,5100000.00,70266.91
Comprehensive,Car,Private,Toyota,Avanza,2010,6700000.00,91399.26
Comprehensive,Car,Private,Suzuki,Ignis,2016,7190000.00,97870.53
Comprehensive,Car,Private,Nissan,Qashqai,2018,15800000.00,211589.15
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000.00,88691.98
Comprehensive,Car,Private,Honda,CRV,2002,5500000.00,75549.50
Comprehensive,Car,Private,Toyota,Vitz,2008,5600000.00,76871.14
Comprehensive,Car,Private,Land Rover,Range Rover Velar,2018,63500000.00,841593.81
Comprehensive,Car,Private,Honda,Honda,2018,18450000.00,246588.80
Comprehensive,Car,Private,Suzuki,Maruti,2000,1225000.00,19087.58
Comprehensive,Car,Private,Hyundai,Tucson,2011,7150000.00,97342.67
Comprehensive,Car,Private,Nissan,Sunny,1990,1350000.00,20738.14
Comprehensive,Car,Private,Morris,Mini,1960,2200000.00,31965.14
Comprehensive,Car,Private,Nissan,X-Trail,2015,13000000.00,174607.03
Comprehensive,Car,Private,Toyota,Premio,2013,12600000.00,169324.44
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2019,21000000.00,280268.80
Comprehensive,Car,Private,Mitsubishi,Montero,2015,36500000.00,484987.10
Comprehensive,Car,Private,Suzuki,Alto,2015,3225000.00,45502.52
Comprehensive,Car,Private,DFSK,Glory,2021,12900000.00,173286.38
Comprehensive,Car,Private,DFSK,Glory,2021,9600000.00,129701.03
Comprehensive,Car,Private,Nissan,Sunny,1999,2850000.00,40549.85
Comprehensive,Car,Private,Honda,S660,2016,7400000.00,100644.79
Comprehensive,Car,Private,Perodua,Axia,2016,5850000.00,80172.26
Comprehensive,Car,Private,Kia,Rio,2002,2250000.00,32624.96
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6090000.00,83342.41
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2020,24000000.00,319891.21
Comprehensive,Car,Private,Toyota,Harrier,2017,31000000.00,412345.51
Comprehensive,Car,Private,Nissan,Sunny,1997,2685000.00,38370.43
Comprehensive,Car,Private,Maruti Suzuki,Alto,2012,2800000.00,39889.02
Comprehensive,Car,Private,Peugeot,5008,2018,21000000.00,280268.80
Comprehensive,Car,Private,Toyota,Vitz,2018,10100000.00,136305.26
Comprehensive,Car,Private,Honda,Fit Shuttle,2012,7950000.00,107908.85
Comprehensive,Car,Private,Toyota,Corolla,2000,3150000.00,44511.79
Comprehensive,Car,Private,Maruti Suzuki,800,2004,1600000.00,24040.26
Comprehensive,Car,Private,Nissan,Sunny,1980,600000.00,10832.79
Comprehensive,Car,Private,Mitsubishi,L200,2014,15650000.00,209607.68
Comprehensive,Car,Private,Nissan,X-Trail,2010,10250000.00,138286.73
Comprehensive,Car,Private,BMW,520d,2006,11800000.00,158758.26
Comprehensive,Car,Private,Renault,KWID,2016,3375000.00,47483.99
Comprehensive,Car,Private,Peugeot,5008,2018,23590000.00,314476.66
Comprehensive,Car,Private,Toyota,Hilux,2018,27000000.00,359514.62
Comprehensive,Car,Private,Toyota,Raize,2019,15950000.00,213569.62
Comprehensive,Car,Private,Mercedes Benz,SLK 200,2015,21000000.00,280268.80
Comprehensive,Car,Private,DFSK,Glory,2020,5200000.00,71587.55
Comprehensive,Car,Private,Honda,Fit Shuttle,2011,9500000.00,128380.38
Comprehensive,Car,Private,Honda,Vezel,2014,9600000.00,129701.03
Comprehensive,Car,Private,Toyota,Vitz,2015,7500000.00,101965.44
Comprehensive,Car,Private,Nissan,Navara,1987,1275000.00,19747.41
Comprehensive,Car,Private,Toyota,Aqua,2013,8000000.00,108568.67
Comprehensive,Car,Private,Mazda,CX-5,2014,14000000.00,187815.50
Comprehensive,Car,Private,Nissan,Sunny,1984,790000.00,13342.12
Comprehensive,Car,Private,Toyota,Hilux,2019,8200000.00,111210.97
Comprehensive,Car,Private,Honda,Civic,1987,900000.00,14794.73
Comprehensive,Car,Private,Nissan,Presea,1996,2680000.00,38304.45
Comprehensive,Car,Private,Honda,CRV,2019,24900000.00,331778.03
Comprehensive,Car,Private,Toyota,Tank,2017,9750000.00,131682.50
Comprehensive,Car,Private,Toyota,Axio,2015,10750000.00,144889.97
Comprehensive,Car,Private,Toyota,CHR,2018,18000000.00,240645.38
Comprehensive,Car,Private,Micro,Rexton,2009,7500000.00,101965.44
Comprehensive,Car,Private,Honda,Vezel,2014,9850000.00,133003.14
Comprehensive,Car,Private,Volkswagen,Golf,1989,1200000.00,18756.67
Comprehensive,Car,Private,Toyota,Passo,2016,7590000.00,103154.12
Comprehensive,Car,Private,Suzuki,Hustler,2017,6325000.00,86446.58
Comprehensive,Car,Private,Peugeot,406,1999,2275000.00,32954.88
Comprehensive,Car,Private,Mitsubishi,Lancer,1991,1250000.00,19417.49
Comprehensive,Car,Private,Nissan,March,2000,2950000.00,41870.49
Comprehensive,Car,Private,Micro,Kyron,2008,5500000.00,75549.50
Comprehensive,Car,Private,Perodua,Kenari,2008,3200000.00,45172.61
Comprehensive,Car,Private,Mitsubishi,Pajero,1991,8525000.00,115502.82
Comprehensive,Car,Private,DFSK,Glory,2021,9790000.00,132210.36
Comprehensive,Car,Private,DFSK,Glory,2021,11990000.00,161267.59
Comprehensive,Car,Private,Suzuki,Spacia,2016,6550000.00,89417.79
Comprehensive,Car,Private,Micro,X25,2019,6850000.00,93380.73
Comprehensive,Car,Private,Suzuki,Celerio,2015,4875000.00,67294.70
Comprehensive,Car,Private,Audi,A4,2024,62250000.00,825084.22
Comprehensive,Car,Private,Mercedes Benz,CLA 200,2019,27450000.00,365458.03
Comprehensive,Car,Private,Mitsubishi,RVR,2000,3650000.00,51116.02
Comprehensive,Car,Private,Nissan,March,2002,3625000.00,50786.11
Comprehensive,Car,Private,Toyota,Vitz,2016,7975000.00,108238.76
Comprehensive,Car,Private,Nissan,Sunny,1991,2100000.00,30643.49
Comprehensive,Car,Private,Suzuki,Vitara,1994,3000000.00,42531.32
Comprehensive,Car,Private,Tesla,Model 3,2024,41000000.00,544421.22
Comprehensive,Car,Private,Chevrolet,Aveo,2008,2850000.00,40549.85
Comprehensive,Car,Private,BMW,X3,2015,27000000.00,359514.62
Comprehensive,Car,Private,Toyota,Hilux,2004,5500000.00,75549.50
Comprehensive,Car,Private,Perodua,Axia,2017,6290000.00,85983.71
Comprehensive,Car,Private,Suzuki,A-Star,2012,4275000.00,59370.82
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6790000.00,92587.94
Comprehensive,Car,Private,Honda,Civic,1998,3575000.00,50125.29
Comprehensive,Car,Private,Suzuki,Alto,2015,3325000.00,46823.17
Comprehensive,Car,Private,Suzuki,Celerio,2016,4975000.00,68616.35
Comprehensive,Car,Private,Toyota,Premio,2014,13500000.00,181211.26
Comprehensive,Car,Private,Honda,Vezel,2016,13750000.00,184513.38
Comprehensive,Car,Private,Kia,Sportage,2007,5500000.00,75549.50
Comprehensive,Car,Private,Hyundai,Accent,2007,3450000.00,48474.73
Comprehensive,Car,Private,Suzuki,Swift,2004,4100000.00,57059.44
Comprehensive,Car,Private,Toyota,Aqua,2014,7250000.00,98663.32
Comprehensive,Car,Private,Toyota,Carina,1971,295000.00,6803.86
Comprehensive,Car,Private,Mercedes Benz,C180,2014,21000000.00,280268.80
Comprehensive,Car,Private,Mitsubishi,Montero,2012,17500000.00,234042.15
Comprehensive,Car,Private,Suzuki,Grand Vitara,2007,7790000.00,105795.41
Comprehensive,Car,Private,Mini,Cooper,2002,6500000.00,88757.97
Comprehensive,Car,Private,Honda,Fit Shuttle,2011,7800000.00,105927.38
Comprehensive,Car,Private,Toyota,Land Cruiser Sahara,2011,64500000.00,854801.28
Comprehensive,Car,Private,Toyota,Vitz,2008,6790000.00,92587.94
Comprehensive,Car,Private,Toyota,Hilux,2007,13800000.00,185173.20
Comprehensive,Car,Private,Toyota,Vitz,2011,6290000.00,85983.71
Comprehensive,Car,Private,Nissan,Sunny,1995,2700000.00,38568.38
Comprehensive,Car,Private,Toyota,Corolla,1984,720000.00,12417.36
Comprehensive,Car,Private,Nissan,March,2000,2575000.00,36917.82
Comprehensive,Car,Private,Mazda,Demio,1997,2575000.00,36917.82
Comprehensive,Car,Private,Audi,A4,2011,11000000.00,148192.09
Comprehensive,Car,Private,Mercedes Benz,C200,2019,35000000.00,465175.39
Comprehensive,Car,Private,Mazda,Axela,2011,5500000.00,75549.50
Comprehensive,Car,Private,Nissan,Leaf,2012,6650000.00,90738.44
Comprehensive,Car,Private,Toyota,Sienta,2016,14900000.00,199702.32
Comprehensive,Car,Private,Honda,Civic,2008,7190000.00,97870.53
Comprehensive,Car,Private,Nissan,Dayz,2015,5475000.00,75219.58
Comprehensive,Car,Private,Mitsubishi,Montero,2009,19900000.00,265740.68
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5790000.00,79380.47
Comprehensive,Car,Private,Daihatsu,Mira,2015,5475000.00,75219.58
Comprehensive,Car,Private,Audi,A3,2015,20000000.00,267061.33
Comprehensive,Car,Private,Micro,Panda Cross,2014,2850000.00,40549.85
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2019,20500000.00,273664.56
Comprehensive,Car,Private,Zotye,Z100,2019,3250000.00,45832.44
Comprehensive,Car,Private,Nissan,Sunny,2001,3350000.00,47153.08
Comprehensive,Car,Private,Suzuki,Swift,2007,5400000.00,74228.85
Comprehensive,Car,Private,Toyota,Corolla,1988,1250000.00,19417.49
Comprehensive,Car,Private,Mitsubishi,Lancer,1981,700000.00,12153.43
Comprehensive,Car,Private,Nissan,Sunny,1991,1800000.00,26681.55
Comprehensive,Car,Private,Toyota,Aqua,2013,8000000.00,108568.67
Comprehensive,Car,Private,Perodua,Kenari,2008,3000000.00,42531.32
Comprehensive,Car,Private,BMW,i7,2024,145000000.00,1918018.20
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6480000.00,88493.04
Comprehensive,Car,Private,Proton,Wira,2001,1900000.00,28002.20
Comprehensive,Car,Private,Honda,City,2019,16500000.00,220833.68
Comprehensive,Car,Private,Datsun,Redi Go,2018,3300000.00,46493.26
Comprehensive,Car,Private,Micro,Glory,2016,3650000.00,51116.02
Comprehensive,Car,Private,Toyota,Tercel,1997,3000000.00,42531.32
Comprehensive,Car,Private,Mercedes Benz,EQS 450,2023,145000000.00,1918018.20
Comprehensive,Car,Private,Nissan,Presea,1999,1700000.00,25360.91
Comprehensive,Car,Private,Toyota,Yaris,2012,8250000.00,111870.79
Comprehensive,Car,Private,Volkswagen,ID-4 STYLISH,2024,37500000.00,498194.57
Comprehensive,Car,Private,Nissan,Sunny,2000,3700000.00,51775.85
Comprehensive,Car,Private,Toyota,Corolla,2000,5700000.00,78191.79
Comprehensive,Car,Private,Suzuki,SX4,2010,6190000.00,84663.06
Comprehensive,Car,Private,Suzuki,Swift,2006,4390000.00,60889.41
Comprehensive,Car,Private,Honda,Vezel,2016,13690000.00,183720.59
Comprehensive,Car,Private,Honda,Fit,2011,6890000.00,93908.59
Comprehensive,Car,Private,Maruti Suzuki,800,2008,1775000.00,26351.64
Comprehensive,Car,Private,Perodua,Viva Elite,2010,4290000.00,59568.77
Comprehensive,Car,Private,Toyota,Hilux,1988,6000000.00,82153.73
Comprehensive,Car,Private,Toyota,Aqua,2012,7200000.00,98002.50
Comprehensive,Car,Private,Micro,Panda,2015,1375000.00,21068.05
Comprehensive,Car,Private,Mazda,Familia,1988,830000.00,13869.98
Comprehensive,Car,Private,Suzuki,Alto,2016,6050000.00,82814.55
Comprehensive,Car,Private,Ssang Yong,Kyron,2008,5290000.00,72776.24
Comprehensive,Car,Private,Toyota,Vitz,2016,8050000.00,109229.50
Comprehensive,Car,Private,Land Rover,Defender,2009,20800000.00,277627.50
Comprehensive,Car,Private,Nissan,X-Trail,2014,13000000.00,174607.03
Comprehensive,Car,Private,Toyota,Hilux,2008,10350000.00,139607.38
Comprehensive,Car,Private,Toyota,Vitz,2018,9290000.00,125607.12
Comprehensive,Car,Private,Maruti Suzuki,800,2005,1625000.00,24370.17
Comprehensive,Car,Private,Tata,Indica,2014,2275000.00,32954.88
Comprehensive,Car,Private,Audi,A4,2018,32000000.00,425552.98
Comprehensive,Car,Private,Suzuki,Maruti,2012,2075000.00,30313.58
Comprehensive,Car,Private,Toyota,Prius,2013,10100000.00,136305.26
Comprehensive,Car,Private,Micro,Panda,2015,2400000.00,34606.44
Comprehensive,Car,Private,BMW,318i,2017,23800000.00,317249.91
Comprehensive,Car,Private,Nissan,Sunny,1989,1250000.00,19417.49
Comprehensive,Car,Private,Honda,S660,2015,6590000.00,89946.65
Comprehensive,Car,Private,Honda,Fit,2014,9075000.00,122766.88
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7800000.00,105927.38
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5600000.00,76871.14
Comprehensive,Car,Private,Kia,Sorento,2010,16000000.00,214230.44
Comprehensive,Car,Private,Micro,Panda,2014,2475000.00,35597.17
Comprehensive,Car,Private,DFSK,Glory,2020,5150000.00,70927.73
Comprehensive,Car,Private,Honda,Fit,2015,9000000.00,121777.14
Comprehensive,Car,Private,Mitsubishi,Lancer,1975,750000.00,12813.26
Comprehensive,Car,Private,Toyota,Passo,2008,5100000.00,70266.91
Comprehensive,Car,Private,Micro,MX 7,2013,2475000.00,35597.17
Comprehensive,Car,Private,Audi,A4,2010,10700000.00,144230.14
Comprehensive,Car,Private,Daihatsu,Mira,2018,6150000.00,84135.20
Comprehensive,Car,Private,Mitsubishi,Outlander,2014,21900000.00,292155.62
Comprehensive,Car,Private,Honda,CRV,2015,16500000.00,220833.68
Comprehensive,Car,Private,Toyota,Axio,2014,9800000.00,132343.32
Comprehensive,Car,Private,Suzuki,Alto,2011,2650000.00,37908.55
Comprehensive,Car,Private,Suzuki,Celerio,2015,4925000.00,67955.52
Comprehensive,Car,Private,Toyota,Hilux,2009,7400000.00,100644.79
Comprehensive,Car,Private,Toyota,Camry,1992,1550000.00,23379.44
Comprehensive,Car,Private,Toyota,Axio,2015,12500000.00,168003.79
Comprehensive,Car,Private,Toyota,Axio,2015,12300000.00,165362.50
Comprehensive,Car,Private,Mitsubishi,L200,2007,8850000.00,119795.67
Comprehensive,Car,Private,Mitsubishi,Pajero,2000,4450000.00,61682.20
Comprehensive,Car,Private,Suzuki,Swift,2008,5450000.00,74889.67
Comprehensive,Car,Private,Toyota,Vitz,2010,5900000.00,80833.08
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6990000.00,95229.24
Comprehensive,Car,Private,Toyota,IST,2007,7090000.00,96549.88
Comprehensive,Car,Private,Mahindra,KUV100,2020,5290000.00,72776.24
Comprehensive,Car,Private,Proton,Saga,2009,3250000.00,45832.44
Comprehensive,Car,Private,Suzuki,Swift,2003,4190000.00,58248.12
Comprehensive,Car,Private,Mahindra,KUV100,2021,5395000.00,74162.87
Comprehensive,Car,Private,Honda,Insight,2012,8500000.00,115172.91
Comprehensive,Car,Private,Toyota,Aqua,2014,6800000.00,92719.91
Comprehensive,Car,Private,Toyota,Vitz,2007,5475000.00,75219.58
Comprehensive,Car,Private,Peugeot,405,1996,1200000.00,18756.67
Comprehensive,Car,Private,Toyota,Vitz,2018,9600000.00,129701.03
Comprehensive,Car,Private,Mitsubishi,Montero,2014,38000000.00,504798.80
Comprehensive,Car,Private,Volvo,XC90,2017,46000000.00,610459.57
Comprehensive,Car,Private,Toyota,Axio,2018,15750000.00,210928.32
Comprehensive,Car,Private,Toyota,Premio,2017,19690000.00,262966.42
Comprehensive,Car,Private,Mini,Countryman,2013,16900000.00,226117.27
Comprehensive,Car,Private,Suzuki,Swift,2007,5550000.00,76210.32
Comprehensive,Car,Private,Nissan,Pulsar,2003,2950000.00,41870.49
Comprehensive,Car,Private,Honda,Vezel,2017,14350000.00,192437.26
Comprehensive,Car,Private,Suzuki,Alto,2010,2475000.00,35597.17
Comprehensive,Car,Private,Suzuki,Alto,2011,2690000.00,38436.41
Comprehensive,Car,Private,Toyota,Soluna,2000,3225000.00,45502.52
Comprehensive,Car,Private,MG,ZS,2019,9890000.00,133532.00
Comprehensive,Car,Private,Toyota,Tank,2018,8875000.00,120125.59
Comprehensive,Car,Private,Hyundai,Tucson,2011,8450000.00,114512.09
Comprehensive,Car,Private,Toyota,Vitz,2010,6150000.00,84135.20
Comprehensive,Car,Private,Honda,Vezel,2017,15100000.00,202343.62
Comprehensive,Car,Private,Toyota,Axio,2020,14300000.00,191777.44
Comprehensive,Car,Private,Suzuki,Celerio,2015,4250000.00,59039.91
Comprehensive,Car,Private,Suzuki,Alto,2011,2975000.00,42200.41
Comprehensive,Car,Private,Kia,Sorento,2012,14000000.00,187815.50
Comprehensive,Car,Private,Nissan,Wingroad,1999,2590000.00,37115.77
Comprehensive,Car,Private,Micro,Panda,2015,2590000.00,37115.77
Comprehensive,Car,Private,Honda,Vezel,2014,10650000.00,143569.32
Comprehensive,Car,Private,Honda,Vezel,2014,10650000.00,143569.32
Comprehensive,Car,Private,Toyota,Prius,2014,11475000.00,154465.41
Comprehensive,Car,Private,Mitsubishi,Outlander,2013,12750000.00,171305.91
Comprehensive,Car,Private,Toyota,Estima,2002,7250000.00,98663.32
Comprehensive,Bike,Private,Bajaj ,CT100 ,2018,460000.00,19604.20
Comprehensive,Bike,Private,TVS ,Apache ,2016,475000.00,20202.01
Comprehensive,Bike,Private,Bajaj ,CT100 ,2015,345000.00,15021.00
Comprehensive,Bike,Private,Honda ,Dio ,2019,465000.00,19803.47
Comprehensive,Bike,Private,Suzuki ,GN 125,2009,215000.00,9840.00
Comprehensive,Bike,Private,Senaro ,GN 125,2024,159000.00,7608.18
Comprehensive,Bike,Private,Hero ,Pleasure ,2013,238000.00,10756.64
Comprehensive,Bike,Private,Yamaha ,R6 ,2012,1850000.00,75001.12
Comprehensive,Bike,Private,TVS ,Streak ,2014,183000.00,8564.67
Comprehensive,Bike,Private,Hero ,Pleasure ,2012,190000.00,8843.65
Comprehensive,Bike,Private,Bajaj ,Pulsar NS160,2017,570000.00,23988.13
Comprehensive,Bike,Private,Bajaj ,CT100 ,2012,270000.00,12031.96
Comprehensive,Bike,Private,Bajaj ,CT100 ,2012,285000.00,12629.77
Comprehensive,Bike,Private,Yamaha ,FZ S ,2018,785000.00,32556.72
Comprehensive,Bike,Private,Hero ,Pleasure ,2010,230000.00,10437.80
Comprehensive,Bike,Private,Bajaj ,CT100 ,2007,205000.00,9441.46
Comprehensive,Bike,Private,Bajaj ,CT100 ,2018,450000.00,19205.66
Comprehensive,Bike,Private,Bajaj ,Boxer ,2004,142000.00,6930.66
Comprehensive,Bike,Private,Honda ,Dio ,2018,635000.00,26578.63
Comprehensive,Bike,Private,Bajaj ,Platina ,2015,370000.00,16017.35
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,425000.00,18209.31
Comprehensive,Bike,Private,Honda ,Dio ,2017,569000.00,23948.28
Comprehensive,Bike,Private,Honda ,CB4 ,2007,830000.00,34350.14
Comprehensive,Bike,Private,Bajaj ,Discover ,2015,295000.00,13028.31
Comprehensive,Bike,Private,Bajaj ,CT100 ,2013,298000.00,13147.87
Comprehensive,Bike,Private,Suzuki ,DRZ ,2014,1410000.00,57465.40
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2008,210000.00,9640.73
Comprehensive,Bike,Private,Honda ,Dio ,2019,655000.00,27375.71
Comprehensive,Bike,Private,Bajaj ,CT100 ,2015,350000.00,15220.27
Comprehensive,Bike,Private,Bajaj ,Discover ,2010,360000.00,15618.81
Comprehensive,Bike,Private,Bajaj ,Discover ,2008,249000.00,11195.03
Comprehensive,Bike,Private,Bajaj ,CT100 ,2005,196000.00,9082.77
Comprehensive,Bike,Private,Honda ,CD 200,1982,1130000.00,46306.31
Comprehensive,Bike,Private,Aprilia ,SR,2018,355000.00,15419.54
Comprehensive,Bike,Private,Bajaj ,Discover ,2009,265000.00,11832.69
Comprehensive,Bike,Private,TVS ,Apache ,2019,680000.00,28372.06
Comprehensive,Bike,Private,TVS ,Ntorq,2020,650000.00,27176.44
Comprehensive,Bike,Private,Honda ,Twister ,2016,350000.00,15220.27
Comprehensive,Bike,Private,Bajaj ,Boxer ,2008,165000.00,7847.30
Comprehensive,Bike,Private,Honda ,Dio ,2017,517000.00,21875.87
Comprehensive,Bike,Private,Bajaj ,Pulsar ,2004,130000.00,6452.41
Comprehensive,Bike,Private,TVS ,Wego ,2018,520000.00,21995.43
Comprehensive,Bike,Private,Hero ,Dash ,2016,278000.00,12350.79
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2004,168000.00,7966.86
Comprehensive,Bike,Private,Bajaj ,Discover ,2009,348000.00,15140.56
Comprehensive,Bike,Private,Honda ,Dio ,2017,470000.00,20002.74
Comprehensive,Bike,Private,Honda ,Dio ,2019,645000.00,26977.17
Comprehensive,Bike,Private,TVS ,Wego ,2019,610000.00,25582.29
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2009,245000.00,11035.61
Comprehensive,Bike,Private,Suzuki ,GN 125,1997,230000.00,10437.80
Comprehensive,Bike,Private,TVS ,Wego ,2016,420000.00,18010.05
Comprehensive,Bike,Private,Yamaha ,FZ S,2019,980000.00,40328.23
Comprehensive,Bike,Private,Hero ,Pleasure ,2014,325000.00,14223.92
Comprehensive,Bike,Private,Hero ,HF Dawn,2014,185000.00,8644.38
Comprehensive,Bike,Private,Hero ,Pleasure ,2014,325000.00,14223.92
Comprehensive,Bike,Private,TVS ,Victor ,2005,105000.00,5456.07
Comprehensive,Bike,Private,TVS ,Wego ,2019,540000.00,22792.51
Comprehensive,Bike,Private,Yamaha ,Libero ,2010,150000.00,7249.49
Comprehensive,Bike,Private,Bajaj ,Pulsar 220F,2019,500000.00,21198.36
Comprehensive,Bike,Private,Bajaj ,Pulsar 180,2010,290000.00,12829.04
Comprehensive,Bike,Private,Bajaj ,CT100 ,2024,102950.00,5374.37
Comprehensive,Bike,Private,Yamaha ,FZ S,2020,980000.00,40328.23
Comprehensive,Bike,Private,Hero ,Hunk ,2017,550000.00,23191.05
Comprehensive,Bike,Private,Demak ,DTM ,2017,268000.00,11952.25
Comprehensive,Bike,Private,Bajaj ,CT100 ,2024,128000.00,6372.71
Comprehensive,Bike,Private,Bajaj ,Caliber ,2004,160000.00,7648.03
Comprehensive,Bike,Private,Bajaj ,Discover ,2010,280000.00,12430.50
Comprehensive,Bike,Private,Demak ,DTM ,2016,215000.00,9840.00
Comprehensive,Bike,Private,TVS ,Ntorq ,2024,175000.00,8245.84
Comprehensive,Bike,Private,Hero ,Pleasure ,2024,355000.00,15419.54
Comprehensive,Bike,Private,Honda ,Twister ,2016,360000.00,15618.81
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,530000.00,22393.97
Comprehensive,Bike,Private,Honda ,Hornet ,2016,1690000.00,68624.50
Comprehensive,Bike,Private,Hero ,Hunk ,2015,135000.00,6651.68
Comprehensive,Bike,Private,Hero ,Maestro Edge,2019,355000.00,15419.54
Comprehensive,Bike,Private,Honda ,Dio ,2019,650000.00,27176.44
Comprehensive,Bike,Private,Honda ,Benly ,2004,975000.00,40128.96
Comprehensive,Bike,Private,TVS ,Victor ,2007,138000.00,6771.25
Comprehensive,Bike,Private,Bajaj ,Platina ,2015,325000.00,14223.92
Comprehensive,Bike,Private,Bajaj ,Platina ,2015,318000.00,13944.95
Comprehensive,Bike,Private,TVS ,Ntorq ,2023,785000.00,32556.72
Comprehensive,Bike,Private,Bajaj ,Platina ,2015,335000.00,14622.46
Comprehensive,Bike,Private,Yamaha ,Ray ZR,2018,530000.00,22393.97
Comprehensive,Bike,Private,Honda ,PCX ,2017,1020000.00,41922.38
Comprehensive,Bike,Private,Bajaj ,Pulsar 150,2020,135000.00,6651.68
Comprehensive,Bike,Private,Hero ,Pleasure ,2011,220000.00,10039.27
Comprehensive,Bike,Private,Yamaha ,Saluto,2017,280000.00,12430.50
Comprehensive,Bike,Private,Bajaj ,Platina ,2013,285000.00,12629.77
Comprehensive,Bike,Private,Yamaha ,FZ S ,2018,750000.00,31161.83
Comprehensive,Bike,Private,Bajaj ,Platina ,2014,200000.00,9242.19
Comprehensive,Bike,Private,Honda ,Dio ,2020,595000.00,24984.48
Comprehensive,Bike,Private,Hero ,Maestro Edge,2017,425000.00,18209.31
Comprehensive,Bike,Private,Hero ,Maestro Edge,2018,330000.00,14423.19
Comprehensive,Bike,Private,Hero ,Hunk ,2018,450000.00,19205.66
Comprehensive,Bike,Private,Yamaha ,FZ S ,2018,865000.00,35745.03
Comprehensive,Bike,Private,TVS ,Flame ,2008,145000.00,7050.22
Comprehensive,Bike,Private,TVS ,Wego ,2016,445000.00,19006.39
Comprehensive,Bike,Private,Bajaj ,Pulsar RS200,2019,1250000.00,51088.78
Comprehensive,Bike,Private,Bajaj ,CT100 ,2013,350000.00,15220.27
Comprehensive,Bike,Private,Bajaj ,Pulsar ,2009,290000.00,12829.04
Comprehensive,Bike,Private,Hero ,Xtream ,2015,110000.00,5655.34
Comprehensive,Bike,Private,Bajaj ,XCD ,2009,150000.00,7249.49
Comprehensive,Bike,Private,Yamaha ,FZ S ,2017,255000.00,11434.15
Comprehensive,Bike,Private,Honda ,Dio ,2016,475000.00,20202.01
Comprehensive,Bike,Private,Honda ,Chaly ,2002,350000.00,15220.27
Comprehensive,Bike,Private,Yamaha ,R15 ,2019,1250000.00,51088.78
Comprehensive,Bike,Private,KTM ,RC ,2019,1490000.00,60653.72
Comprehensive,Bike,Private,Suzuki ,Volty ,2011,495000.00,20999.09
Comprehensive,Bike,Private,Yamaha ,FZ S ,2019,960000.00,39531.15
Comprehensive,Bike,Private,Bajaj ,Discover 125,2012,230000.00,10437.80
Comprehensive,Bike,Private,Suzuki ,Bandit ,2007,600000.00,25183.75
Comprehensive,Bike,Private,TVS ,Ntorq ,2019,700000.00,29169.14
Comprehensive,Bike,Private,Bajaj ,Pulsar RS200,2018,600000.00,25183.75
Comprehensive,Bike,Private,Bajaj ,CT100 ,2011,265000.00,11832.69
Comprehensive,Bike,Private,Honda ,Dio ,2017,550000.00,23191.05
Comprehensive,Bike,Private,Honda ,Dio ,2013,345000.00,15021.00
Comprehensive,Bike,Private,Hero ,Pleasure ,2015,350000.00,15220.27
Comprehensive,Bike,Private,Honda ,Hornet ,2011,330000.00,14423.19
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2011,208000.00,9561.02
Comprehensive,Bike,Private,Suzuki ,Gixxer ,2017,585000.00,24585.94
Comprehensive,Bike,Private,Bajaj ,Pulsar 135,2015,320000.00,14024.66
